PRODUTOS,CARACTERISTICAS
07-20-6845-09843,{COMPRIMENTO_SAIA: MINI;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: FLARE;MODELAGEM_SAIA: EVASÊ;FENDA_PERNA: N/A;DECOTE_OU_GOLA: REDONDA;AMARRACAO: SIM_NO_BUSTO;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: ANIMALPRINT_ONCA;ESTILO: FESTIVO;}
07-20-6542-09621,{COMPRIMENTO_SAIA: MINI;COMPRIMENTO_MANGA: TRES_QUARTOS;TIPO_MANGA: REGULAR;MODELAGEM_SAIA: N/A;FENDA_PERNA: N/A;DECOTE_OU_GOLA: N/A;AMARRACAO: N/A;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: PEQUENO;ESTAMPA: ANIMALPRINT_ONCA;ESTILO: CASUAL;}
07-20-6407-09563,{COMPRIMENTO_SAIA: MINI;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: COM_BABADOS;FENDA_PERNA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: PEQUENO;ESTAMPA: FLORAL;ESTILO: CASUAL;}
07-20-6472-09249,{COMPRIMENTO_SAIA: MINI;COMPRIMENTO_MANGA: LONGA;TIPO_MANGA: FLARE;MODELAGEM_SAIA: PLISSADA;FENDA_PERNA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: LARANJA;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
07-20-6546-09249,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: EVASÊ;FENDA_PERNA: N/A;DECOTE_OU_GOLA: OMBRO_A_OMBRO;AMARRACAO: SIM_NO_BUSTO;COR_PREDOMINANTE: LARANJA;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
07-20-7072-09845,{COMPRIMENTO_SAIA: MINI;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: FLORAL;ESTILO: CASUAL;}
07-20-6611-09539,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: ANIMALPRINT_COBRA;ESTILO: CASUAL;}
07-20-6829-09905,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: EVASÊ;FENDA_PERNA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: MARROM;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: ANIMALPRINT_ONCA;ESTILO: FESTIVO;}
07-20-6578-09596,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: LONGA;TIPO_MANGA: BUFANTE;MODELAGEM_SAIA: EVASÊ;FENDA_PERNA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: SIM_NO_BUSTO;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: GRANDE;ESTAMPA: FLORAL;ESTILO: FESTIVO;}
07-20-6610-09258,{COMPRIMENTO_SAIA: MEIO_CANELA;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: REGULAR;MODELAGEM_SAIA: ASSIMETRICA;FENDA_PERNA: SIM;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
07-20-6612-09558,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: LONGA;TIPO_MANGA: BUFANTE;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: ROSA;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: ANIMALPRINT_ONCA;ESTILO: FESTIVO;}
07-20-6699-09744,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: LONGA;TIPO_MANGA: BUFANTE;MODELAGEM_SAIA: EVASÊ;FENDA_PERNA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: ANIMALPRINT_ONCA;ESTILO: FESTIVO;}
07-20-7071-09845,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: REGULAR;MODELAGEM_SAIA: EVASÊ;FENDA_PERNA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: FLORAL;ESTILO: CASUAL;}
07-20-7076-09805,{COMPRIMENTO_SAIA: MEIO_CALCANHAR;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: EVASÊ;FENDA_PERNA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: FLORAL;ESTILO: CASUAL;}
07-20-6580-09566,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: EVASÊ;FENDA_PERNA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: GEOMETRICO;ESTILO: CASUAL;}
07-20-6827-09822,{COMPRIMENTO_SAIA: MEIO_COXA; COMPRIMENTO_MANGA: SEM_MANGA; TIPO_MANGA: N/A; MODELAGEM_SAIA: EVASÊ; FENDA_PERNA: N/A; DECOTE_OU_GOLA: TOMARA_QUE_CAIA; AMARRACAO: N/A; COR_PREDOMINANTE: AMARELO; LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA; ZOOM_ESTAMPA: MEDIO; ESTAMPA: MINIMALISTA; ESTILO: FESTIVO;}
07-20-6828-09812,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: LONGA;TIPO_MANGA: BUFANTE;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: SIM;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: FLORAL;ESTILO: FESTIVO;}
07-20-6486-09561,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;MODELAGEM_SAIA: GODÊ;FENDA_PERNA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: AZUL;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: FLORAL;ESTILO: CASUAL;}
07-20-6849-09843,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: SIM_NO_BUSTO;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: GRANDE;ESTAMPA: ANIMALPRINT_ONCA;ESTILO: FESTIVO;}
07-20-6547-09621,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: BUFANTE;MODELAGEM_SAIA: EVASÊ;FENDA_PERNA: SIM;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: ANIMALPRINT_ONCA;ESTILO: CASUAL;}
07-20-6473-04501,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: OMBRO_UNICO;MODELAGEM_SAIA: EVASÊ;FENDA_PERNA: N/A;DECOTE_OU_GOLA: U;AMARRACAO: N/A;COR_PREDOMINANTE: AZUL;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
07-20-6411-09563,{COMPRIMENTO_SAIA: MEIO_CALCANHAR;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: BUFANTE;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: SIM;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: VERMELHO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: POA;ESTILO: FESTIVO;}
07-20-6857-09845,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: EVASÊ;FENDA_PERNA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: AMARELO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: FLORAL;ESTILO: FESTIVO;}
07-20-6590-09656,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: EVASÊ;FENDA_PERNA: SIM;DECOTE_OU_GOLA: V;AMARRACAO: SIM_NO_BUSTO;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: FLORAL;ESTILO: CASUAL;}
07-20-6544-09738,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: SIM;DECOTE_OU_GOLA: REDONDA;AMARRACAO: SIM_NO_BUSTO;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: FLORAL;ESTILO: CASUAL;}
07-20-6484-09561,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: FLARE;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: SIM_NO_BUSTO;COR_PREDOMINANTE: ROXO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: FLORAL;ESTILO: FESTIVO;}
07-20-6543-09628,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: AZUL;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: FLORAL;ESTILO: FESTIVO;}
07-20-6478-09050,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: EVASÊ;FENDA_PERNA: N/A;DECOTE_OU_GOLA: TOMARA_QUE_CAIA;AMARRACAO: N/A;COR_PREDOMINANTE: ROSA;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
07-20-6832-09792,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: MULTICOLORIDO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: GRANDE;ESTAMPA: TIE_DYE;ESTILO: FESTIVO;}
07-20-6830-09283,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: LONGA;TIPO_MANGA: KIMONO;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: SIM;DECOTE_OU_GOLA: V;AMARRACAO: SIM_NO_BUSTO;COR_PREDOMINANTE: ROSA;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
07-20-6577-09596,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: EVASÊ;FENDA_PERNA: SIM;DECOTE_OU_GOLA: OMBRO_A_OMBRO;AMARRACAO: N/A;COR_PREDOMINANTE: MULTICOLORIDO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: FLORAL;ESTILO: FESTIVO;}
07-20-6608-6262,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: SIM;DECOTE_OU_GOLA: TOMARA_QUE_CAIA;AMARRACAO: SIM_NO_BUSTO;COR_PREDOMINANTE: AMARELO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
07-20-6596-09550,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: EVASÊ;FENDA_PERNA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: PEQUENO;ESTAMPA: FLORAL;ESTILO: CASUAL;}
07-20-6634-09599,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: REGULAR;MODELAGEM_SAIA: EVASÊ;FENDA_PERNA: SIM;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: AZUL;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: FLORAL;ESTILO: CASUAL;}
07-20-6583-0005,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: REDONDA;AMARRACAO: SIM_NO_BUSTO;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
07-99-0042-09806,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: OMBRO_UNICO;MODELAGEM_SAIA: TRANSPASSADA;FENDA_PERNA: SIM;DECOTE_OU_GOLA: CORACAO;AMARRACAO: SIM_NO_BUSTO;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: FOLHAGEM;ESTILO: CASUAL;}
07-20-6406-09657,{COMPRIMENTO_SAIA: MINI;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: EVASÊ;FENDA_PERNA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: FLORAL;ESTILO: CASUAL;}
07-20-6660-09258,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: TOMARA_QUE_CAIA;AMARRACAO: N/A;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
07-20-6723-09258,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: EVASÊ;FENDA_PERNA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: SIM_NO_BUSTO;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
07-20-6607-09548,{COMPRIMENTO_SAIA: MINI;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: HALTER;AMARRACAO: SIM_NO_BUSTO;COR_PREDOMINANTE: AMARELO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: PEQUENO;ESTAMPA: FLORAL;ESTILO: CASUAL;}
07-20-6592-09248,{COMPRIMENTO_SAIA: MINI;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: REGULAR;MODELAGEM_SAIA: TRANSPASSADA;FENDA_PERNA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: SIM_NO_BUSTO;COR_PREDOMINANTE: LARANJA;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
07-20-6587-0005,{COMPRIMENTO_SAIA: MINI;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: OMBRO_UNICO;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
07-20-6677-0005,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: RETO;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
07-20-6645-0005,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: EVASÊ;FENDA_PERNA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: SIM_NO_BUSTO;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
07-20-6601-09253,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: SOCIAL;}
07-20-6626-09257,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: REGULAR;MODELAGEM_SAIA: EVASÊ;FENDA_PERNA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: ROXO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
07-20-5835-0003,{COMPRIMENTO_SAIA: MINI;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: OMBRO_UNICO;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: N/A;AMARRACAO: N/A;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
07-20-6027-0005,{COMPRIMENTO_SAIA: MINI; COMPRIMENTO_MANGA: SEM_MANGA; TIPO_MANGA: OMBRO_UNICO; MODELAGEM_SAIA: REGULAR; FENDA_PERNA: N/A; DECOTE_OU_GOLA: TOMARA_QUE_CAIA; AMARRACAO: N/A; COR_PREDOMINANTE: PRETO; LOCALIZACAO_ESTAMPA: N/A; ZOOM_ESTAMPA: N/A; ESTAMPA: SEM_ESTAMPA; ESTILO: FESTIVO;}
07-20-5837-0003,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: TRÊS_QUARTOS;TIPO_MANGA: REGULAR;MODELAGEM_SAIA: EVASÊ;FENDA_PERNA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
07-20-6029-0005,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: BUFANTE;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
07-20-6935-09276,{COMPRIMENTO_SAIA: MINI;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: TRANSPASSADA;FENDA_PERNA: SIM;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
07-20-6939-09280,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: SOCIAL;}
07-20-6614-0005,{COMPRIMENTO_SAIA: MINI;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: BUFANTE;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: OMBRO_A_OMBRO;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
07-20-6932-0005,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: SOCIAL;}
07-20-6613-6048,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: OMBRO_A_OMBRO;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: TOMARA_QUE_CAIA;AMARRACAO: N/A;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
07-20-6605-04346,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: SIM;DECOTE_OU_GOLA: TOMARA_QUE_CAIA;AMARRACAO: N/A;COR_PREDOMINANTE: OFF_WHITE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
07-20-6615-0005,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: SIM;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: SOCIAL;}
07-20-6620-09258,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: HALTER;AMARRACAO: N/A;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
07-20-6566-2030,{COMPRIMENTO_SAIA: MINI;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: CORACAO;AMARRACAO: N/A;COR_PREDOMINANTE: OFF_WHITE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
